HH,DAY,TOWN,YEARS,SEX,AGE,STATUS,EDUC,DISABLED,HEAD,SEX_HH,AGE_HH,STATUS_HH,EDUC_HH,DISABLED_HH,AGE_HH_SPOUSE,EDUC_HH_SPOUSE,DISABLED_HH_SPOUSE,HH_SIZE,N_ADULTS,PRIMARY_WS,SUFFICIENT_WATER,TOTAL_TIME,PAY_WATER,TOTAL_COST,ELECTRIC,TOTAL_INCOME,TIME_LENGTH
7,18,1,2,0,40,2,2,0,1,0,40,2,2,0,24,9999,0,6,3,5,0,41,1,10,0,NA,35
8,18,1,8,0,25,2,2,0,1,0,25,2,2,0,24,1,1,6,3,5,0,22,1,10,0,31937.5,43
9,18,1,2,0,56,2,1,0,1,0,56,2,1,0,51,0,0,6,3,6,0,11,1,10,0,800,38
10,18,1,18,0,43,2,1,0,1,0,43,2,1,0,39,1,0,4,3,5,1,11,1,10,0,1520.833333,30
11,19,1,21,0,59,2,1,1,1,0,59,2,1,1,83,1,0,4,2,5,0,42,1,10,0,2433.333333,32
12,19,1,10,0,35,2,1,0,1,0,35,2,1,0,28,0,0,8,3,5,1,62,1,10,0,NA,37
13,19,1,38,0,69,2,1,0,1,0,69,2,1,0,41,1,0,7,2,5,0,122,0,0,0,NA,39
14,19,1,2,0,47,2,1,0,1,0,47,2,1,0,44,0,0,3,2,5,0,32,1,10,0,2129.166667,40
15,19,1,9,0,67,2,1,0,1,0,67,2,1,0,54,1,0,4,1,5,1,65,1,10,0,200,41
1,18,1,5,0,37,2,2,0,1,0,37,2,2,0,28,1,0,5,2,5,1,65,1,10,0,400,30
2,18,1,4,0,25,2,2,0,1,0,25,2,2,0,18,1,0,3,2,5,0,85,1,10,0,200,37
3,18,1,25,0,65,2,1,0,1,0,65,2,1,0,40,1,0,6,3,5,1,80,1,10,0,NA,30
4,18,1,8,1,49,2,9999,0,0,0,60,2,0,0,49,9999,0,3,2,5,0,121,1,10,0,NA,36
5,18,1,15,0,40,2,9999,0,1,0,40,2,9999,0,32,9999,0,3,3,5,0,75,0,0,0,NA,45
6,18,1,33,0,73,3,9999,0,1,0,73,3,9999,0,9998,9998,9998,4,3,5,0,63,0,0,0,NA,40
7,18,1,8,0,35,0,1,0,1,0,35,0,1,0,9998,9998,9998,2,1,5,1,103,0,0,0,NA,35
8,18,1,2,0,22,2,3,0,1,0,22,2,3,0,19,1,0,6,3,5,0,103,1,10,0,325.8928571,36
9,18,1,9,0,35,2,0,0,1,0,35,2,0,0,34,0,0,4,2,5,1,105,1,10,0,NA,40
10,18,1,4,0,30,2,1,0,1,0,30,2,1,0,27,0,0,4,3,5,1,125,1,10,0,NA,30
11,18,1,30,1,60,5,0,0,1,1,60,5,0,0,9998,9998,9998,4,2,6,1,11,0,0,0,NA,45
12,18,1,5,0,52,2,1,0,1,0,52,2,1,0,40,0,0,5,4,5,1,5,0,0,0,NA,30
13,18,1,10,1,29,2,1,0,0,0,33,2,1,0,29,1,0,9,2,5,0,71,1,10,0,NA,36
14,18,1,12,1,27,2,0,0,0,0,30,2,9999,0,27,0,0,8,2,5,0,91,1,10,0,NA,35
15,18,1,14,0,47,2,1,0,1,0,47,2,1,0,28,1,0,4,3,5,1,5,1,10,0,200,30
1,17,1,1,0,26,2,3,0,1,0,26,2,3,0,20,3,0,6,2,5,1,23,1,10,0,500,30
2,17,1,1,0,36,2,1,0,1,0,36,2,1,0,20,1,0,3,2,5,1,13,1,10,0,1000,32
3,17,1,2,0,29,2,3,0,1,0,29,2,3,0,28,0,0,7,3,5,1,6,1,25,1,4000,32
4,17,1,3,0,36,2,1,0,1,0,36,2,1,0,32,0,0,2,2,5,1,23,1,10,0,1216.666667,31
5,17,1,0.083333333,0,35,2,1,0,1,0,35,2,1,0,25,1,0,2,2,5,1,12,1,10,0,608.3333333,34
6,17,1,4,0,40,2,2,0,1,0,40,2,2,0,28,1,0,3,2,5,1,12,1,10,0,400,35
7,17,1,1,0,25,2,9999,0,1,0,25,2,9999,0,19,2,0,3,2,5,0,13,1,20,0,4000,37
8,17,1,14,0,38,1,3,0,1,0,38,1,3,0,22,3,0,12,8,5,1,12,1,10,1,NA,45
9,17,1,0.333333333,1,25,2,1,0,0,0,30,2,1,0,25,1,0,5,2,6,0,11,0,0,0,NA,38
10,17,1,4,0,29,2,2,0,1,0,29,2,2,0,24,2,0,4,2,6,0,9,0,0,0,NA,35
11,17,1,1,0,27,1,4,0,1,0,27,1,4,0,28,0,0,8,3,6,0,11,0,0,0,4200,35
12,17,1,34,0,67,1,1,0,1,0,67,1,1,0,60,1,0,7,1,6,1,3,0,0,0,NA,36
13,17,1,1,0,26,2,4,0,1,0,26,2,4,0,23,3,0,5,2,5,1,45,1,10,1,2000,30
14,17,1,7,0,35,2,1,0,1,0,35,2,1,0,22,0,0,6,3,5,0,14,1,10,0,NA,40
15,17,1,10,0,85,1,9999,0,1,0,85,1,9999,0,42,9999,0,5,1,5,1,12,1,10,1,NA,35
1,15,1,7,1,25,3,0,0,1,1,25,3,0,0,9998,9998,9998,2,2,5,1,35,1,10,0,NA,33
2,15,1,1,0,26,2,4,0,1,0,26,2,4,0,22,3,0,5,3,5,1,11,1,35,1,NA,33
3,20,1,4,0,30,2,4,0,1,0,30,2,4,0,22,4,0,3,3,5,0,21,1,10,1,NA,45
4,20,1,6,1,40,5,3,0,1,1,40,5,3,0,9998,9998,9998,6,1,5,0,21,1,10,0,NA,43
5,20,1,5,1,25,2,1,0,0,0,36,2,9999,0,25,1,0,5,2,5,0,21,1,10,0,NA,44
6,21,1,14,0,36,2,3,0,1,0,36,2,3,0,19,3,0,4,2,5,1,25,1,10,1,1520.833333,50
7,21,1,5,0,30,0,4,0,1,0,30,0,4,0,9998,9998,9998,2,1,5,0,13,1,10,1,2000,47
8,21,1,0.416666667,1,28,2,4,0,0,0,32,2,4,0,28,4,0,8,3,5,1,9,1,40,0,3350,40
9,21,1,6,0,51,1,4,0,1,0,51,1,4,0,41,1,0,7,3,5,1,8,1,10,0,NA,40
10,21,1,4,1,47,5,1,0,1,1,47,5,1,0,9998,9998,9998,5,3,5,1,11,1,10,1,NA,40
11,21,1,20,0,53,2,3,0,1,0,53,2,3,0,39,2,0,10,4,5,1,65,1,10,1,NA,52
12,21,1,9,0,31,1,3,0,1,0,31,1,3,0,30,3,0,7,2,5,0,64,0,0,1,NA,45
13,21,1,4,0,41,1,4,0,1,0,41,1,4,0,36,1,0,11,6,5,1,24,1,10,1,NA,48
14,21,1,6,0,49,1,2,0,1,0,49,1,2,0,39,1,0,8,5,5,0,11,0,0,0,NA,50
15,21,1,13,0,40,1,4,0,1,0,40,1,4,0,35,3,0,7,2,5,0,60,1,110,1,NA,40
1,14,1,3,0,20,0,3,0,1,0,20,0,3,0,9998,9998,9998,1,1,6,0,124,0,0,0,NA,33
2,15,1,0.25,1,19,2,4,0,0,0,24,2,4,0,19,4,0,4,2,5,1,9,1,20,1,NA,40
3,15,1,29,0,51,2,1,0,1,0,51,2,1,0,37,0,0,5,2,5,1,8,0,0,0,NA,39
4,15,1,8,0,44,2,4,0,1,0,44,2,4,0,36,2,0,12,4,5,0,13,0,0,1,NA,32
5,15,1,16,0,50,2,4,0,1,0,50,2,4,0,24,2,0,6,4,5,0,9,0,0,1,NA,45
6,15,1,10,0,50,1,0,0,1,0,50,1,0,0,45,0,0,4,3,5,1,7,1,10,0,NA,37
7,15,1,6,0,48,1,1,0,1,0,48,1,1,0,61,1,0,4,2,5,0,7,1,10,0,NA,43
8,20,1,4,0,27,1,9999,0,1,0,27,1,9999,0,26,1,0,6,2,5,0,11,0,0,1,NA,48
9,21,1,1,0,35,2,4,0,1,0,35,2,4,0,22,1,0,6,5,6,0,45,0,0,0,NA,57
10,21,1,10,1,39,3,1,0,1,1,39,3,1,0,9998,9998,9998,6,3,6,0,11,0,0,0,NA,47
11,21,1,3,0,25,2,1,0,1,0,25,2,1,0,18,0,0,4,3,6,1,13,0,0,0,NA,47
12,21,1,31,0,53,2,0,0,1,0,53,2,0,0,49,0,0,6,3,6,0,40,0,0,0,NA,30
13,21,1,2,0,20,2,2,0,1,0,20,2,2,0,15,2,0,3,3,6,1,5,1,3,0,NA,60
14,21,1,15,0,30,2,2,0,1,0,30,2,2,0,22,1,0,2,2,6,0,22,0,0,1,NA,35
15,21,1,16,0,45,2,1,0,1,0,45,2,1,0,43,1,0,8,4,6,0,60,0,0,0,NA,45
1,20,1,3,0,26,2,4,0,1,0,26,2,4,0,19,1,0,3,2,5,0,61,1,10,0,NA,48
2,20,1,1,1,25,2,3,0,0,0,30,2,4,0,25,3,0,3,2,5,0,121,1,10,0,NA,41
3,21,1,2,0,30,2,4,0,1,0,30,2,4,0,18,3,0,5,2,5,1,15,1,10,1,4000,55
4,21,1,0.333333333,0,39,2,4,0,1,0,39,2,4,0,23,4,0,8,4,5,0,9,1,100,0,NA,44
5,21,1,12,0,41,2,1,0,1,0,41,2,1,0,22,1,0,7,2,NA,0,0,0,0,0,NA,50
6,21,1,10,0,29,2,3,0,1,0,29,2,3,0,22,2,0,11,9,5,0,10,1,10,1,NA,50
7,21,1,15,1,32,4,0,0,1,1,32,4,0,0,9998,9998,9998,7,1,5,1,7,1,10,0,NA,41
8,21,1,3,0,31,2,4,0,1,0,31,2,4,0,29,4,0,5,3,5,1,13,1,10,1,NA,39
9,21,1,10,1,28,2,4,0,0,0,35,2,3,0,28,4,0,9,4,5,1,11,0,0,0,NA,35
10,21,1,8,0,29,2,4,0,1,0,29,2,4,0,18,3,0,4,2,5,1,45,1,10,0,10000,35
11,21,1,30,0,50,2,2,0,1,0,50,2,2,0,53,1,0,5,2,5,0,13,1,10,1,3220,49
12,21,1,37,1,53,0,2,0,1,1,53,0,2,0,9998,9998,9998,5,3,NA,1,0,0,0,1,NA,61
13,21,1,8,0,22,0,3,0,1,0,22,0,3,0,9998,9998,9998,1,1,5,1,7,1,8,0,15512.5,48
14,21,1,5,0,42,2,4,0,1,0,42,2,4,0,NA,NA,NA,4,4,5,0,25,0,0,1,NA,45
15,21,1,13,0,35,2,4,0,1,0,35,2,4,0,26,4,0,6,4,5,0,50,1,10,1,24000,60
1,19,2,4,1,40,2,1,0,0,0,60,2,1,0,40,1,0,6,2,5,1,20,0,0,0,NA,30
2,19,2,10,0,30,2,4,0,1,0,30,2,4,0,23,1,0,6,2,6,1,9999,0,0,0,NA,40
3,19,2,17,0,22,0,4,0,1,0,22,0,4,0,9998,9998,9998,1,1,6,1,4,0,0,0,NA,36
4,19,2,3,0,9999,2,2,0,1,0,9999,2,2,0,26,3,0,5,1,5,0,11,0,0,0,NA,33
5,19,2,1,0,20,2,3,0,1,0,20,2,3,0,15,2,0,2,2,6,1,22,0,0,0,500,39
6,19,2,3,1,40,5,1,0,1,1,40,5,1,0,9998,9998,9998,4,2,5,0,20,1,152.0833333,0,NA,40
7,19,2,10,1,48,3,0,0,1,1,48,3,0,0,9998,9998,9998,3,1,5,1,30,1,152.0833333,0,NA,30
8,19,2,7,0,25,2,3,0,1,0,25,2,3,0,20,1,0,4,2,6,1,7,0,0,0,NA,30
9,19,2,3,0,19,1,2,0,1,0,19,1,2,0,19,2,0,3,2,5,0,4,1,152.0833333,0,NA,37
10,20,2,6,0,42,1,2,0,1,0,42,1,2,0,40,1,0,6,2,5,1,65,1,5,0,2200,31
11,20,2,30,1,45,5,1,0,1,1,45,5,1,0,9998,9998,9998,10,2,5,0,22,1,NA,0,NA,33
12,20,2,0.5,1,14,1,1,0,0,0,9999,1,2,0,14,1,0,2,NA,5,1,3,1,5,0,2000,32
13,20,2,6,0,45,2,0,0,1,0,45,2,0,0,37,0,0,4,2,5,1,16,1,0,0,NA,34
14,20,2,4,0,22,1,3,0,1,0,22,1,3,0,19,1,0,3,2,5,1,14,1,5,0,NA,36
15,20,2,15,0,21,2,2,0,1,0,21,2,2,0,19,3,0,2,2,6,1,12,1,0,0,NA,35
1,14,2,4,0,25,1,3,0,1,0,25,1,3,0,20,4,0,7,3,6,1,0,1,243.3333333,1,NA,49
2,14,2,1,0,27,2,4,0,1,0,27,2,4,0,23,4,0,5,2,9,1,32,1,304.1666667,1,NA,43
3,14,2,12,1,47,5,2,0,1,1,47,5,2,0,9998,9998,9998,6,4,6,1,9999,1,309.1666667,1,350,42
4,14,2,9,1,73,5,1,0,1,1,73,5,1,0,9998,9998,9998,3,1,6,1,0,0,0,1,NA,33
5,14,2,1,0,30,2,3,0,1,0,30,2,3,0,22,3,0,3,2,6,1,5,0,0,1,NA,37
6,14,2,3,0,25,2,4,0,1,0,25,2,4,0,22,4,0,4,3,9,0,150,0,0,0,NA,49
7,14,2,3,0,30,2,4,0,1,0,30,2,4,0,18,3,0,4,2,9,1,150,0,0,1,NA,32
8,14,2,4,0,35,2,1,0,1,0,35,2,1,0,29,1,0,5,3,3,1,52,1,121.6666667,1,4866.666667,34
9,14,2,12,0,56,2,4,0,1,0,56,2,4,0,46,1,0,8,3,6,1,9999,0,0,1,1500,48
10,15,2,5,0,24,2,4,0,1,0,24,2,4,0,NA,NA,NA,5,2,6,1,13,1,45,1,NA,38
11,15,2,9,1,50,4,1,0,1,1,50,4,1,0,9998,9998,9998,5,4,9,1,160,1,146.6666667,0,1000,43
12,15,2,10,1,23,0,0,1,0,0,-1,0,0,0,9998,9998,9998,10,3,9,1,69,0,0,1,NA,30
13,15,2,3,0,48,4,1,0,1,0,48,4,1,0,9998,9998,9998,6,2,9,0,300,1,91.25,1,NA,39
14,15,2,3,0,30,2,4,0,1,0,30,2,4,0,26,3,0,6,2,6,1,300,0,0,0,NA,47
15,15,2,6,0,45,2,2,0,1,0,45,2,2,0,43,1,0,6,2,6,1,300,0,0,0,NA,65
1,19,2,7,0,22,2,1,0,1,0,22,2,1,0,18,1,0,4,2,6,0,130,1,10,0,NA,37
2,19,2,7,1,17,2,2,0,0,0,9999,2,2,0,17,2,0,2,1,6,1,130,1,10,0,NA,40
3,19,2,30,0,45,2,1,0,1,0,45,2,1,0,32,1,0,6,2,6,1,132,0,0,0,NA,31
4,19,2,30,0,38,2,1,0,1,0,38,2,1,0,40,9999,0,3,3,6,1,50,0,0,0,166.6666667,33
5,19,2,18,0,19,2,3,0,1,0,19,2,3,0,15,1,0,2,2,6,1,100,1,10,0,NA,32
6,19,2,3,0,32,2,1,0,1,0,32,2,1,0,19,1,0,4,2,9,1,92,0,0,0,NA,32
7,19,2,50,1,75,5,9999,0,1,1,75,5,9999,0,9998,9998,9998,2,1,6,1,70,0,0,0,NA,37
8,19,2,50,0,64,2,1,0,1,0,64,2,1,0,51,1,0,5,1,5,1,140,1,10,0,NA,34
9,19,2,1.083333333,1,45,4,1,0,1,1,45,4,1,0,9998,9998,9998,5,3,6,1,25,0,0,0,NA,38
10,19,2,50,0,52,1,1,0,1,0,52,1,1,0,9999,1,0,4,1,6,1,70,0,0,0,9125,44
11,19,2,20,1,26,3,0,0,1,1,26,3,0,0,9998,9998,9998,1,1,6,1,70,0,0,0,608.3333333,38
12,19,2,60,1,68,5,0,0,1,1,68,5,0,0,9998,9998,9998,2,1,6,1,15,0,0,0,NA,35
13,19,2,15,1,18,1,2,0,0,0,9999,1,3,0,18,2,0,3,1,8,1,70,0,0,0,NA,38
14,19,2,3,0,25,2,0,0,1,0,25,2,0,0,28,0,0,7,2,5,1,20,1,10,0,NA,38
15,19,2,20,0,21,1,4,0,1,0,21,1,4,0,22,3,0,5,2,5,1,25,1,14,0,250,40
1,15,2,30,0,75,1,1,0,1,0,75,1,1,0,60,1,0,2,NA,6,1,0,0,0,0,1500,42
2,15,2,6,0,36,1,4,0,1,0,36,1,4,0,25,3,0,4,4,6,1,33,1,162.0833333,0,NA,30
3,15,2,30,1,9999,5,1,0,1,1,9999,5,1,0,9998,9998,9998,3,1,6,1,0,0,0,1,1500,36
4,15,2,4,1,20,1,1,1,0,0,30,1,1,0,20,1,1,4,2,6,1,4,0,0,0,NA,44
5,15,2,50,0,52,1,0,0,1,0,52,1,0,0,40,0,0,4,4,6,1,3,1,152.0833333,0,NA,39
6,15,2,14,1,33,0,4,0,1,1,33,0,4,0,9998,9998,9998,4,2,5,1,70,1,131.6666667,0,500,43
7,15,2,11,1,36,5,2,0,1,1,36,5,2,0,9998,9998,9998,4,1,9,1,125,0,0,0,350,54
8,15,2,70,0,71,1,1,0,1,0,71,1,1,0,53,1,0,6,3,6,0,70,1,10,1,1200,35
9,15,2,20,1,9999,2,0,0,0,0,9999,2,0,0,9999,0,0,5,NA,9,1,240,0,0,1,NA,31
10,15,2,5,1,9999,2,0,0,0,0,9999,2,2,1,9999,0,0,4,1,9,1,190,0,0,0,1520.833333,30
11,15,2,3,1,22,4,2,0,1,1,22,4,2,0,9998,9998,9998,3,1,9,1,30,1,91.25,0,NA,52
12,15,2,5,1,20,2,1,0,0,0,23,2,4,0,20,1,0,4,2,6,0,60,0,0,0,NA,34
13,15,2,8,0,25,2,3,0,1,0,25,2,3,0,24,3,0,4,2,9,1,130,0,0,1,NA,38
14,15,2,5,0,45,1,0,0,1,0,45,1,0,0,32,1,0,2,2,9,0,340,0,0,0,4562.5,40
15,15,2,15,0,9999,5,1,0,1,0,9999,5,1,0,9998,9998,9998,2,NA,6,1,10,0,0,0,600,48
1,14,2,1,0,30,2,4,0,1,0,30,2,4,0,24,3,0,5,2,6,0,9999,0,0,1,3000,33
2,14,2,10,0,35,2,4,0,1,0,35,2,4,0,27,4,0,6,3,6,1,9999,0,0,1,6517.857143,30
3,14,2,2,0,32,2,4,0,1,0,32,2,4,0,22,3,1,2,2,6,1,9999,0,0,1,NA,37
4,14,2,5,1,40,2,1,0,0,0,50,2,2,0,40,1,0,2,2,6,1,9999,0,0,0,NA,30
5,14,2,40,0,52,2,4,0,1,0,52,2,4,0,40,3,0,6,2,6,1,34,1,40,1,NA,32
6,14,2,4,0,26,2,4,0,1,0,26,2,4,0,21,4,0,5,3,6,1,9999,0,0,1,3000,33
7,14,2,5,0,27,2,4,0,1,0,27,2,4,0,21,4,0,7,2,6,1,9999,0,0,1,2500,34
8,15,2,5,1,86,4,0,0,1,1,86,4,0,0,9998,9998,9998,1,NA,6,1,10,1,60.83333333,0,250,88
9,15,2,8,0,32,2,1,0,1,0,32,2,1,0,25,0,0,3,2,9,1,65,0,0,0,NA,32
10,15,2,4,0,9999,1,4,0,1,0,9999,1,4,0,16,2,0,4,2,6,1,5,0,0,0,4345.238095,30
11,15,2,15,1,30,1,4,0,0,0,40,1,4,0,30,4,0,9,3,5,1,25,1,25,1,NA,42
12,15,2,7,0,65,1,3,0,1,0,65,1,3,0,58,1,0,5,1,2,1,0,1,10,1,NA,50
13,15,2,17,0,49,1,3,0,1,0,49,1,3,0,39,1,0,9,6,5,1,25,1,25,0,NA,42
14,17,2,7,1,42,5,4,0,1,1,42,5,4,0,9998,9998,9998,5,4,6,0,9,1,40,0,NA,68
15,17,2,4,0,30,1,4,0,1,0,30,1,4,0,20,4,0,3,3,5,1,70,0,0,1,NA,39
1,20,2,17,0,17,0,2,0,1,0,17,0,2,0,9998,9998,9998,1,1,5,1,26,1,15,0,NA,37
2,20,2,36,1,56,5,0,0,1,1,56,5,0,0,9998,9998,9998,2,1,5,1,34,1,20,0,NA,31
3,20,2,15,0,40,1,1,0,1,0,40,1,1,0,40,0,0,7,6,6,1,5,1,20,0,NA,32
4,20,2,5,0,23,2,0,0,1,0,23,2,0,0,19,0,0,3,2,6,1,70,1,20,0,NA,34
5,20,2,50,1,64,5,0,0,1,1,64,5,0,0,9998,9998,9998,1,NA,5,1,35,1,20,0,NA,39
6,20,2,30,0,41,1,1,0,1,0,41,1,1,0,9999,1,0,5,1,9,1,70,0,0,0,5000,40
7,20,2,39,0,54,2,2,0,1,0,54,2,2,0,41,3,0,7,4,5,1,50,1,15,0,NA,38
8,20,2,5,0,30,2,2,0,1,0,30,2,2,0,25,3,0,5,2,5,1,45,1,20,0,NA,38
9,20,2,40,0,43,2,3,0,1,0,43,2,3,0,32,1,0,4,2,5,1,35,1,20,1,NA,34
10,20,2,40,0,44,2,2,0,1,0,44,2,2,0,41,2,0,10,4,6,1,25,1,456.25,0,NA,30
11,20,2,6,1,49,3,1,0,1,1,49,3,1,0,9998,9998,9998,2,2,9,1,130,0,0,0,NA,46
12,20,2,7,0,43,2,2,0,1,0,43,2,2,0,18,3,0,3,3,5,1,30,1,20,0,1400,30
13,20,2,50,0,75,1,1,0,1,0,75,1,1,0,75,0,0,4,1,5,1,70,1,25,0,1520.833333,37
14,20,2,4,0,32,2,1,0,1,0,32,2,1,0,28,1,0,5,2,6,1,25,0,0,0,NA,32
15,20,2,30,1,30,5,1,1,1,1,30,5,1,1,9998,9998,9998,6,2,5,1,70,1,456.25,0,NA,35
1,16,2,10,1,25,2,2,0,0,0,35,2,4,0,25,2,0,6,3,5,1,150,1,25,1,3000,44
2,16,2,30,0,37,2,4,0,1,0,37,2,4,0,31,3,0,10,2,6,1,140,1,25,1,NA,36
3,16,2,40,1,41,2,1,0,0,0,45,2,4,0,41,1,0,7,3,5,1,140,1,25,1,500,31
4,16,2,8,0,41,2,2,0,1,0,41,2,2,0,39,0,0,8,4,6,1,20,0,0,1,NA,33
5,16,2,10,1,40,4,0,0,1,1,40,4,0,0,9998,9998,9998,4,1,6,1,120,1,25,0,NA,35
6,16,2,40,0,44,2,0,0,1,0,44,2,0,0,40,0,0,5,3,6,1,3,0,0,0,NA,32
7,16,2,20,0,66,2,0,0,1,0,66,2,0,0,42,0,0,2,1,6,1,9999,1,25,0,NA,39
8,16,2,23,1,23,2,3,0,0,0,9999,2,3,0,23,3,0,7,2,3,1,70,1,121.6666667,1,NA,39
9,17,2,0.25,1,19,2,3,0,0,0,22,2,4,0,19,3,0,6,2,5,1,12,1,25,0,NA,43
10,17,2,10,1,25,2,1,0,0,0,9999,2,9999,0,25,1,0,11,2,7,1,8,1,NA,1,NA,40
11,17,2,0.416666667,1,24,1,4,0,0,0,32,1,4,0,24,4,0,5,2,6,0,6,0,0,0,NA,43
12,17,2,3,0,26,1,4,0,1,0,26,1,4,0,19,4,0,3,2,6,1,12,0,0,1,NA,45
13,17,2,5,1,25,2,3,0,0,0,9999,2,3,0,25,3,0,5,2,6,1,13,0,0,1,NA,49
14,17,2,9,1,49,1,1,0,0,0,9999,1,9999,0,49,1,0,5,1,6,1,90,1,60.83333333,0,NA,45
15,17,2,3,1,18,1,3,0,0,0,9999,1,4,0,18,3,0,4,1,6,1,33,1,60.83333333,1,NA,35
1,13,2,5,1,78,1,1,0,1,1,78,1,1,0,NA,NA,NA,5,3,4,1,8,1,30,1,1520.833333,35
2,13,2,4,1,45,0,0,0,1,1,45,0,0,0,9998,9998,9998,2,1,9,1,8,0,80,0,500,34
3,13,2,20,1,37,1,1,0,0,0,59,1,3,0,37,1,0,7,5,5,1,11,1,30,1,5000,45
4,14,2,7,0,24,2,4,0,1,0,24,2,4,0,17,3,0,2,2,5,1,50,1,20,1,NA,40
5,17,2,7,0,46,1,4,0,1,0,46,1,4,0,22,4,0,4,2,5,1,150,1,25,1,NA,34
6,17,2,20,0,40,2,1,0,1,0,40,2,1,0,32,1,0,5,2,6,1,25,0,0,0,NA,46
7,17,2,10,0,40,2,3,0,1,0,40,2,3,0,38,1,0,4,2,6,1,30,1,25,1,NA,32
8,17,2,2,0,32,2,3,0,1,0,32,2,3,0,24,2,0,5,2,6,1,12,1,35,1,NA,48
9,17,2,1,0,32,2,4,0,1,0,32,2,4,0,24,3,0,3,2,6,1,0,1,45,1,NA,36
10,17,2,1,0,31,2,4,0,1,0,31,2,4,0,22,4,0,2,2,6,1,5,1,45,1,NA,31
11,17,2,5,0,50,1,0,0,1,0,50,1,0,0,42,0,0,5,5,7,0,3,1,40,1,NA,44
12,17,2,3,0,27,2,4,0,1,0,27,2,4,0,23,3,0,4,2,5,1,30,1,25,1,3000,39
13,17,2,3,0,27,2,4,0,1,0,27,2,4,0,21,3,0,5,2,5,1,50,1,25,1,2500,41
14,17,2,3,0,45,1,4,0,1,0,45,1,4,0,36,4,0,4,3,6,0,70,1,20,1,NA,37
15,17,2,1,0,28,2,4,0,1,0,28,2,4,0,22,3,0,2,2,6,1,0,1,25,1,NA,45
1,17,2,20,1,28,2,2,0,0,0,36,1,9999,0,NA,NA,NA,5,2,3,1,35,1,192.5,0,NA,52
2,17,2,1,0,20,2,1,0,1,0,20,2,1,0,17,0,0,3,3,3,1,70,1,3,0,3041.666667,52
3,17,2,15,1,19,1,4,0,0,0,25,1,4,0,19,4,0,5,3,3,1,25,1,10,1,NA,35
4,17,2,30,1,33,2,NA,0,0,0,54,2,9999,0,33,NA,0,5,3,6,1,3,0,0,1,NA,39
5,17,2,20,0,26,1,2,0,1,0,26,1,2,0,22,4,0,5,3,2,1,0,1,9,1,NA,34
6,17,2,4,0,45,2,4,0,1,0,45,2,4,0,33,3,0,9,3,3,1,40,1,304.1666667,1,NA,30
7,17,2,13,1,40,1,1,0,0,0,60,1,9999,0,40,1,0,9,3,3,1,25,1,60.83333333,1,NA,38
8,19,2,40,1,46,4,1,0,1,1,46,4,1,0,9998,9998,9998,5,2,4,1,62,1,50,0,250,44
9,19,2,2,0,30,1,4,0,1,0,30,1,4,0,26,4,0,9,5,4,1,13,1,50,1,NA,60
10,19,2,10,1,9999,5,0,0,1,1,9999,5,0,0,9998,9998,9998,3,1,2,1,0,1,90,0,NA,51
11,19,2,10,1,9999,2,0,0,0,0,9999,2,0,0,9999,0,0,6,2,3,1,23,1,60.83333333,1,NA,37
12,19,2,9,0,49,2,4,0,1,0,49,2,4,0,36,4,0,4,3,6,1,2,1,0,1,NA,42
13,19,2,18,0,38,2,2,0,1,0,38,2,2,0,37,2,0,8,5,5,1,85,0,0,0,4500,41
14,20,2,20,1,45,4,1,0,1,1,45,4,1,0,9998,9998,9998,5,2,3,1,20,1,91.25,0,NA,32
15,20,2,10,1,30,2,1,0,0,0,9999,2,0,0,30,1,0,6,3,6,1,6,1,60.83333333,1,NA,39
1,15,2,6,1,25,2,4,0,0,0,37,2,4,0,25,4,0,5,2,3,1,15,1,212.9166667,1,6000,38
2,16,2,3,0,33,2,4,0,1,0,33,2,4,0,22,3,0,4,3,5,1,12,1,25,1,3000,37
3,16,2,5,1,45,2,1,0,0,0,50,2,3,0,45,1,0,5,3,3,1,9999,1,NA,1,500,33
4,16,2,3,0,34,2,4,0,1,0,34,2,4,0,28,4,0,9,3,5,0,26,1,NA,1,15000,37
5,16,2,15,1,39,5,2,0,1,1,39,5,2,0,9998,9998,9998,4,2,3,1,12,1,152.0833333,0,1200,32
6,16,2,2,0,29,2,4,0,1,0,29,2,4,0,29,3,0,4,3,3,1,70,1,NA,1,3000,50
7,16,2,6,0,38,2,4,0,1,0,38,2,4,0,28,3,0,8,4,3,0,12,1,152.0833333,1,9000,33
8,16,2,0.833333333,0,24,0,4,0,1,0,24,0,4,0,9998,9998,9998,2,2,2,1,0,1,NA,0,NA,47
9,16,2,3,0,33,2,4,0,1,0,33,2,4,0,26,3,0,8,2,5,1,130,1,NA,1,7800,30
10,16,2,5,0,34,2,4,0,1,0,34,2,4,0,31,4,0,8,3,2,1,0,1,NA,1,5000,50
11,16,2,5,0,24,2,4,0,1,0,24,2,4,0,16,3,0,4,2,3,1,14,1,182.5,1,7800,45
12,16,2,4,1,17,1,3,0,0,0,9999,1,4,0,17,3,0,4,1,3,1,6,1,152.0833333,1,2250,40
13,16,2,16,0,44,2,2,0,1,0,44,2,2,0,35,1,0,10,4,3,1,70,1,152.0833333,1,2500,45
14,17,2,3,0,35,2,3,0,1,0,35,2,3,0,37,3,0,7,2,3,1,25,1,10,1,1520.833333,39
15,17,2,30,0,41,2,3,0,1,0,41,2,3,0,31,1,0,8,5,3,0,35,1,152.0833333,1,NA,36
